1, none, minecraft:the_void, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
2811, forest, byg:ebony_woods, MONSTER, graveyard:skeleton_creeper, 8, 1, 2
2812, forest, byg:ebony_woods, MONSTER, graveyard:acolyte, 7, 1, 2
2813, forest, byg:ebony_woods, MONSTER, alexsmobs:centipede_head, 8, 1, 1
2814, forest, byg:ebony_woods, MONSTER, quark:stoneling, 80, 1, 1
2815, forest, byg:ebony_woods, MONSTER, quark:toretoise, 80, 2, 4
2816, forest, byg:ebony_woods, CREATURE, minecraft:sheep, 12, 4, 4
2817, forest, byg:ebony_woods, CREATURE, minecraft:pig, 10, 4, 4
2818, forest, byg:ebony_woods, CREATURE, minecraft:chicken, 10, 4, 4
2819, forest, byg:ebony_woods, CREATURE, minecraft:cow, 8, 4, 4
2820, forest, byg:ebony_woods, CREATURE, minecraft:wolf, 8, 4, 4
2821, forest, byg:ebony_woods, CREATURE, minecraft:rabbit, 4, 2, 3
2822, forest, byg:ebony_woods, CREATURE, minecraft:fox, 8, 2, 4
2823, forest, byg:ebony_woods, CREATURE, alexsmobs:grizzly_bear, 8, 2, 3
2824, forest, byg:ebony_woods, CREATURE, alexsmobs:raccoon, 10, 2, 4
2825, forest, byg:ebony_woods, CREATURE, alexsmobs:crow, 10, 3, 5
2826, forest, byg:ebony_woods, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
2827, forest, byg:ebony_woods, AMBIENT, minecraft:bat, 10, 8, 8
2828, forest, byg:ebony_woods, AMBIENT, alexsmobs:fly, 3, 2, 3
2829, forest, byg:ebony_woods, AMBIENT, alexsmobs:cockroach, 4, 5, 5
2830, forest, byg:ebony_woods, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
2831, forest, byg:forgotten_forest, MONSTER, minecraft:enderman, 5, 1, 4
2832, forest, byg:forgotten_forest, MONSTER, graveyard:ghoul, 12, 2, 3
2833, forest, byg:forgotten_forest, MONSTER, graveyard:revenant, 12, 2, 3
2834, forest, byg:forgotten_forest, MONSTER, graveyard:nightmare, 5, 1, 1
2835, forest, byg:forgotten_forest, MONSTER, graveyard:skeleton_creeper, 8, 1, 2
2836, forest, byg:forgotten_forest, MONSTER, graveyard:acolyte, 7, 1, 2
2837, forest, byg:forgotten_forest, MONSTER, alexsmobs:centipede_head, 8, 1, 1
2838, forest, byg:forgotten_forest, MONSTER, quark:stoneling, 80, 1, 1
2839, forest, byg:forgotten_forest, MONSTER, quark:toretoise, 80, 2, 4
2840, forest, byg:forgotten_forest, CREATURE, minecraft:sheep, 12, 4, 4
2841, forest, byg:forgotten_forest, CREATURE, minecraft:pig, 10, 4, 4
2842, forest, byg:forgotten_forest, CREATURE, minecraft:chicken, 10, 4, 4
2843, forest, byg:forgotten_forest, CREATURE, minecraft:cow, 8, 4, 4
2844, forest, byg:forgotten_forest, CREATURE, alexsmobs:grizzly_bear, 8, 2, 3
2845, forest, byg:forgotten_forest, CREATURE, alexsmobs:raccoon, 10, 2, 4
2846, forest, byg:forgotten_forest, CREATURE, alexsmobs:crow, 10, 3, 5
2847, forest, byg:forgotten_forest, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
2848, forest, byg:forgotten_forest, AMBIENT, minecraft:bat, 10, 8, 8
2849, forest, byg:forgotten_forest, AMBIENT, alexsmobs:fly, 3, 2, 3
2850, forest, byg:forgotten_forest, AMBIENT, alexsmobs:cockroach, 4, 5, 5
2851, forest, byg:forgotten_forest, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
2852, plains, byg:temperate_grove, MONSTER, minecraft:spider, 80, 4, 4
2853, plains, byg:temperate_grove, MONSTER, minecraft:zombie, 80, 4, 4
2854, plains, byg:temperate_grove, MONSTER, minecraft:zombie_villager, 5, 1, 1
2855, plains, byg:temperate_grove, MONSTER, minecraft:skeleton, 80, 4, 4
2856, plains, byg:temperate_grove, MONSTER, minecraft:creeper, 80, 4, 4
2857, plains, byg:temperate_grove, MONSTER, minecraft:slime, 80, 4, 4
2858, plains, byg:temperate_grove, MONSTER, minecraft:enderman, 5, 1, 4
2859, plains, byg:temperate_grove, MONSTER, minecraft:witch, 5, 1, 1
2860, plains, byg:temperate_grove, MONSTER, graveyard:ghoul, 12, 2, 3
2861, plains, byg:temperate_grove, MONSTER, graveyard:revenant, 12, 2, 3
2862, plains, byg:temperate_grove, MONSTER, graveyard:nightmare, 5, 1, 1
2863, plains, byg:temperate_grove, MONSTER, graveyard:skeleton_creeper, 8, 1, 2
2864, plains, byg:temperate_grove, MONSTER, graveyard:acolyte, 7, 1, 2
2865, plains, byg:temperate_grove, MONSTER, alexsmobs:centipede_head, 8, 1, 1
2866, plains, byg:temperate_grove, MONSTER, quark:stoneling, 80, 1, 1
2867, plains, byg:temperate_grove, MONSTER, quark:toretoise, 80, 2, 4
2868, plains, byg:temperate_grove, CREATURE, minecraft:sheep, 12, 4, 4
2869, plains, byg:temperate_grove, CREATURE, minecraft:pig, 10, 4, 4
2870, plains, byg:temperate_grove, CREATURE, minecraft:chicken, 10, 4, 4
2871, plains, byg:temperate_grove, CREATURE, minecraft:cow, 8, 4, 4
2872, plains, byg:temperate_grove, CREATURE, alexsmobs:raccoon, 10, 2, 4
2873, plains, byg:temperate_grove, CREATURE, alexsmobs:crow, 10, 3, 5
2874, plains, byg:temperate_grove, CREATURE, alexsmobs:bison, 9, 6, 10
2875, plains, byg:temperate_grove, AMBIENT, minecraft:bat, 10, 8, 8
2876, plains, byg:temperate_grove, AMBIENT, alexsmobs:fly, 3, 2, 3
2877, plains, byg:temperate_grove, AMBIENT, alexsmobs:cockroach, 4, 5, 5
2878, plains, byg:temperate_grove, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
2879, jungle, byg:guiana_shield, MONSTER, minecraft:spider, 80, 4, 4
2880, jungle, byg:guiana_shield, MONSTER, minecraft:zombie, 80, 4, 4
2881, jungle, byg:guiana_shield, MONSTER, minecraft:zombie_villager, 5, 1, 1
2882, jungle, byg:guiana_shield, MONSTER, minecraft:skeleton, 80, 4, 4
2883, jungle, byg:guiana_shield, MONSTER, minecraft:creeper, 80, 4, 4
2884, jungle, byg:guiana_shield, MONSTER, minecraft:slime, 80, 4, 4
2885, jungle, byg:guiana_shield, MONSTER, minecraft:enderman, 5, 1, 4
2886, jungle, byg:guiana_shield, MONSTER, minecraft:witch, 5, 1, 1
2887, jungle, byg:guiana_shield, MONSTER, minecraft:ocelot, 3, 1, 1
2888, jungle, byg:guiana_shield, MONSTER, graveyard:ghoul, 12, 2, 3
2889, jungle, byg:guiana_shield, MONSTER, graveyard:revenant, 12, 2, 3
2890, jungle, byg:guiana_shield, MONSTER, graveyard:nightmare, 5, 1, 1
2891, jungle, byg:guiana_shield, MONSTER, graveyard:skeleton_creeper, 8, 1, 2
2892, jungle, byg:guiana_shield, MONSTER, graveyard:acolyte, 7, 1, 2
2893, jungle, byg:guiana_shield, MONSTER, alexsmobs:centipede_head, 8, 1, 1
2894, jungle, byg:guiana_shield, MONSTER, quark:stoneling, 80, 1, 1
2895, jungle, byg:guiana_shield, MONSTER, quark:toretoise, 80, 2, 4
2896, jungle, byg:guiana_shield, CREATURE, minecraft:sheep, 12, 4, 4
2897, jungle, byg:guiana_shield, CREATURE, minecraft:pig, 10, 4, 4
2898, jungle, byg:guiana_shield, CREATURE, minecraft:chicken, 10, 4, 4
2899, jungle, byg:guiana_shield, CREATURE, minecraft:cow, 8, 4, 4
2900, jungle, byg:guiana_shield, CREATURE, minecraft:parrot, 40, 1, 2
2901, jungle, byg:guiana_shield, CREATURE, minecraft:chicken, 10, 4, 4
2902, jungle, byg:guiana_shield, CREATURE, aquaculture:arrau_turtle, 8, 1, 2
2903, jungle, byg:guiana_shield, CREATURE, alexsmobs:grizzly_bear, 8, 2, 3
2904, jungle, byg:guiana_shield, CREATURE, alexsmobs:hummingbird, 19, 7, 7
2905, jungle, byg:guiana_shield, CREATURE, alexsmobs:sunbird, 3, 1, 1
2906, jungle, byg:guiana_shield, CREATURE, alexsmobs:gorilla, 50, 7, 7
2907, jungle, byg:guiana_shield, CREATURE, alexsmobs:capuchin_monkey, 55, 9, 12
2908, jungle, byg:guiana_shield, CREATURE, alexsmobs:raccoon, 10, 2, 4
2909, jungle, byg:guiana_shield, CREATURE, alexsmobs:crow, 10, 3, 5
2910, jungle, byg:guiana_shield, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
2911, jungle, byg:guiana_shield, CREATURE, alexsmobs:bald_eagle, 15, 2, 4
2912, jungle, byg:guiana_shield, CREATURE, alexsmobs:toucan, 23, 5, 5
2913, jungle, byg:guiana_shield, CREATURE, alexsmobs:anteater, 7, 1, 3
2914, jungle, byg:guiana_shield, CREATURE, quark:shiba, 40, 1, 3
2915, jungle, byg:guiana_shield, AMBIENT, minecraft:bat, 10, 8, 8
2916, jungle, byg:guiana_shield, AMBIENT, alexsmobs:fly, 3, 2, 3
2917, jungle, byg:guiana_shield, AMBIENT, alexsmobs:cockroach, 4, 5, 5
2918, jungle, byg:guiana_shield, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
2919, mountain, byg:howling_peaks, MONSTER, minecraft:spider, 80, 4, 4
2920, mountain, byg:howling_peaks, MONSTER, minecraft:skeleton, 80, 4, 4
2921, mountain, byg:howling_peaks, MONSTER, minecraft:slime, 80, 4, 4
2922, mountain, byg:howling_peaks, MONSTER, minecraft:enderman, 5, 1, 4
2923, mountain, byg:howling_peaks, MONSTER, minecraft:witch, 5, 1, 1
2924, mountain, byg:howling_peaks, MONSTER, graveyard:ghoul, 12, 2, 3
2925, mountain, byg:howling_peaks, MONSTER, graveyard:revenant, 12, 2, 3
2926, mountain, byg:howling_peaks, MONSTER, graveyard:nightmare, 5, 1, 1
2927, mountain, byg:howling_peaks, MONSTER, graveyard:skeleton_creeper, 8, 1, 2
2928, mountain, byg:howling_peaks, MONSTER, graveyard:acolyte, 7, 1, 2
2929, mountain, byg:howling_peaks, MONSTER, quark:stoneling, 80, 1, 1
2930, mountain, byg:howling_peaks, MONSTER, quark:toretoise, 80, 2, 4
2931, mountain, byg:howling_peaks, CREATURE, minecraft:sheep, 12, 4, 4
2932, mountain, byg:howling_peaks, CREATURE, minecraft:pig, 10, 4, 4
2933, mountain, byg:howling_peaks, CREATURE, minecraft:chicken, 10, 4, 4
2934, mountain, byg:howling_peaks, CREATURE, minecraft:cow, 8, 4, 4
2935, mountain, byg:howling_peaks, CREATURE, minecraft:rabbit, 4, 2, 3
2936, mountain, byg:howling_peaks, CREATURE, minecraft:fox, 8, 2, 4
2937, mountain, byg:howling_peaks, AMBIENT, minecraft:bat, 10, 8, 8
2938, jungle, byg:jacaranda_forest, MONSTER, minecraft:spider, 80, 4, 4
2939, jungle, byg:jacaranda_forest, MONSTER, minecraft:zombie, 80, 4, 4
2940, jungle, byg:jacaranda_forest, MONSTER, minecraft:zombie_villager, 5, 1, 1
2941, jungle, byg:jacaranda_forest, MONSTER, minecraft:skeleton, 80, 4, 4
2942, jungle, byg:jacaranda_forest, MONSTER, minecraft:creeper, 80, 4, 4
2943, jungle, byg:jacaranda_forest, MONSTER, minecraft:slime, 80, 4, 4
2944, jungle, byg:jacaranda_forest, MONSTER, minecraft:enderman, 5, 1, 4
2945, jungle, byg:jacaranda_forest, MONSTER, minecraft:witch, 5, 1, 1
2946, jungle, byg:jacaranda_forest, MONSTER, graveyard:ghoul, 12, 2, 3
2947, jungle, byg:jacaranda_forest, MONSTER, graveyard:revenant, 12, 2, 3
2948, jungle, byg:jacaranda_forest, MONSTER, graveyard:nightmare, 5, 1, 1
2949, jungle, byg:jacaranda_forest, MONSTER, graveyard:skeleton_creeper, 8, 1, 2
2950, jungle, byg:jacaranda_forest, MONSTER, graveyard:acolyte, 7, 1, 2
2951, jungle, byg:jacaranda_forest, MONSTER, alexsmobs:centipede_head, 8, 1, 1
2952, jungle, byg:jacaranda_forest, MONSTER, quark:stoneling, 80, 1, 1
2953, jungle, byg:jacaranda_forest, MONSTER, quark:toretoise, 80, 2, 4
2954, jungle, byg:jacaranda_forest, CREATURE, minecraft:sheep, 12, 4, 4
2955, jungle, byg:jacaranda_forest, CREATURE, minecraft:pig, 10, 4, 4
2956, jungle, byg:jacaranda_forest, CREATURE, minecraft:chicken, 10, 4, 4
2957, jungle, byg:jacaranda_forest, CREATURE, minecraft:cow, 8, 4, 4
2958, jungle, byg:jacaranda_forest, CREATURE, minecraft:wolf, 5, 4, 4
2959, jungle, byg:jacaranda_forest, CREATURE, alexsmobs:grizzly_bear, 8, 2, 3
2960, jungle, byg:jacaranda_forest, CREATURE, alexsmobs:raccoon, 10, 2, 4
2961, jungle, byg:jacaranda_forest, CREATURE, alexsmobs:crow, 10, 3, 5
2962, jungle, byg:jacaranda_forest, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
2963, jungle, byg:jacaranda_forest, AMBIENT, minecraft:bat, 10, 8, 8
2964, jungle, byg:jacaranda_forest, AMBIENT, alexsmobs:fly, 3, 2, 3
2965, jungle, byg:jacaranda_forest, AMBIENT, alexsmobs:cockroach, 4, 5, 5
2966, jungle, byg:jacaranda_forest, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
2967, taiga, byg:maple_taiga, MONSTER, minecraft:spider, 80, 4, 4
2968, taiga, byg:maple_taiga, MONSTER, minecraft:zombie, 80, 4, 4
2969, taiga, byg:maple_taiga, MONSTER, minecraft:zombie_villager, 5, 1, 1
2970, taiga, byg:maple_taiga, MONSTER, minecraft:skeleton, 80, 4, 4
2971, taiga, byg:maple_taiga, MONSTER, minecraft:creeper, 80, 4, 4
2972, taiga, byg:maple_taiga, MONSTER, minecraft:slime, 80, 4, 4
2973, taiga, byg:maple_taiga, MONSTER, minecraft:enderman, 5, 1, 4
2974, taiga, byg:maple_taiga, MONSTER, minecraft:witch, 5, 1, 1
2975, taiga, byg:maple_taiga, MONSTER, graveyard:ghoul, 12, 2, 3
2976, taiga, byg:maple_taiga, MONSTER, graveyard:revenant, 12, 2, 3
2977, taiga, byg:maple_taiga, MONSTER, graveyard:nightmare, 5, 1, 1
2978, taiga, byg:maple_taiga, MONSTER, graveyard:skeleton_creeper, 8, 1, 2
2979, taiga, byg:maple_taiga, MONSTER, graveyard:acolyte, 7, 1, 2
2980, taiga, byg:maple_taiga, MONSTER, alexsmobs:centipede_head, 8, 1, 1
2981, taiga, byg:maple_taiga, MONSTER, quark:stoneling, 80, 1, 1
2982, taiga, byg:maple_taiga, MONSTER, quark:toretoise, 80, 2, 4
2983, taiga, byg:maple_taiga, CREATURE, minecraft:sheep, 12, 4, 4
2984, taiga, byg:maple_taiga, CREATURE, minecraft:pig, 10, 4, 4
2985, taiga, byg:maple_taiga, CREATURE, minecraft:chicken, 10, 4, 4
2986, taiga, byg:maple_taiga, CREATURE, minecraft:cow, 8, 4, 4
2987, taiga, byg:maple_taiga, CREATURE, alexsmobs:grizzly_bear, 8, 2, 3
2988, taiga, byg:maple_taiga, CREATURE, alexsmobs:raccoon, 10, 2, 4
2989, taiga, byg:maple_taiga, CREATURE, alexsmobs:crow, 10, 3, 5
2990, taiga, byg:maple_taiga, AMBIENT, minecraft:bat, 10, 8, 8
2991, taiga, byg:maple_taiga, AMBIENT, alexsmobs:fly, 3, 2, 3
2992, taiga, byg:maple_taiga, AMBIENT, alexsmobs:cockroach, 4, 5, 5
2993, taiga, byg:maple_taiga, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
2994, plains, byg:coconino_meadow, MONSTER, minecraft:spider, 80, 4, 4
2995, plains, byg:coconino_meadow, MONSTER, minecraft:zombie, 80, 4, 4
2996, plains, byg:coconino_meadow, MONSTER, minecraft:zombie_villager, 5, 1, 1
2997, plains, byg:coconino_meadow, MONSTER, minecraft:skeleton, 80, 4, 4
2998, plains, byg:coconino_meadow, MONSTER, minecraft:creeper, 80, 4, 4
2999, plains, byg:coconino_meadow, MONSTER, minecraft:slime, 80, 4, 4
3000, plains, byg:coconino_meadow, MONSTER, minecraft:enderman, 5, 1, 4
3001, plains, byg:coconino_meadow, MONSTER, minecraft:witch, 5, 1, 1
3002, plains, byg:coconino_meadow, MONSTER, graveyard:ghoul, 12, 2, 3
3003, plains, byg:coconino_meadow, MONSTER, graveyard:revenant, 12, 2, 3
3004, plains, byg:coconino_meadow, MONSTER, graveyard:nightmare, 5, 1, 1
3005, plains, byg:coconino_meadow, MONSTER, graveyard:skeleton_creeper, 8, 1, 2
3006, plains, byg:coconino_meadow, MONSTER, graveyard:acolyte, 7, 1, 2
3007, plains, byg:coconino_meadow, MONSTER, alexsmobs:centipede_head, 8, 1, 1
3008, plains, byg:coconino_meadow, MONSTER, quark:stoneling, 80, 1, 1
3009, plains, byg:coconino_meadow, MONSTER, quark:toretoise, 80, 2, 4
3010, plains, byg:coconino_meadow, CREATURE, minecraft:cow, 8, 4, 4
3011, plains, byg:coconino_meadow, CREATURE, alexsmobs:raccoon, 10, 2, 4
3012, plains, byg:coconino_meadow, CREATURE, alexsmobs:crow, 10, 3, 5
3013, plains, byg:coconino_meadow, CREATURE, alexsmobs:bison, 9, 6, 10
3014, plains, byg:coconino_meadow, AMBIENT, minecraft:bat, 10, 8, 8
3015, plains, byg:coconino_meadow, AMBIENT, alexsmobs:fly, 3, 2, 3
3016, plains, byg:coconino_meadow, AMBIENT, alexsmobs:cockroach, 4, 5, 5
3017, plains, byg:coconino_meadow, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
3018, desert, byg:mojave_desert, MONSTER, minecraft:spider, 80, 4, 4
3019, desert, byg:mojave_desert, MONSTER, minecraft:skeleton, 80, 4, 4
3020, desert, byg:mojave_desert, MONSTER, minecraft:creeper, 80, 4, 4
3021, desert, byg:mojave_desert, MONSTER, minecraft:slime, 80, 4, 4
3022, desert, byg:mojave_desert, MONSTER, minecraft:enderman, 5, 1, 4
3023, desert, byg:mojave_desert, MONSTER, minecraft:witch, 5, 1, 1
3024, desert, byg:mojave_desert, MONSTER, minecraft:zombie, 19, 4, 4
3025, desert, byg:mojave_desert, MONSTER, minecraft:zombie_villager, 3, 1, 1
3026, desert, byg:mojave_desert, MONSTER, minecraft:husk, 80, 4, 4
3027, desert, byg:mojave_desert, MONSTER, graveyard:ghoul, 12, 2, 3
3028, desert, byg:mojave_desert, MONSTER, graveyard:revenant, 12, 2, 3
3029, desert, byg:mojave_desert, MONSTER, graveyard:nightmare, 5, 1, 1
3030, desert, byg:mojave_desert, MONSTER, graveyard:skeleton_creeper, 8, 1, 2
3031, desert, byg:mojave_desert, MONSTER, graveyard:acolyte, 7, 1, 2
3032, desert, byg:mojave_desert, MONSTER, alexsmobs:centipede_head, 8, 1, 1
3033, desert, byg:mojave_desert, MONSTER, alexsmobs:guster, 35, 1, 2
3034, desert, byg:mojave_desert, MONSTER, quark:stoneling, 80, 1, 1
3035, desert, byg:mojave_desert, MONSTER, quark:toretoise, 80, 2, 4
3036, desert, byg:mojave_desert, CREATURE, alexsmobs:roadrunner, 9, 2, 2
3037, desert, byg:mojave_desert, CREATURE, alexsmobs:rattlesnake, 12, 1, 2
3038, desert, byg:mojave_desert, CREATURE, alexsmobs:tarantula_hawk, 6, 1, 1
3039, desert, byg:mojave_desert, AMBIENT, alexsmobs:fly, 3, 2, 3
3040, desert, byg:mojave_desert, AMBIENT, alexsmobs:cockroach, 4, 5, 5
3041, desert, byg:mojave_desert, AMBIENT, alexsmobs:jerboa, 12, 1, 3
3042, desert, byg:mojave_desert, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
3043, icy, byg:cardinal_tundra, MONSTER, minecraft:spider, 80, 4, 4
3044, icy, byg:cardinal_tundra, MONSTER, minecraft:zombie, 80, 4, 4
3045, icy, byg:cardinal_tundra, MONSTER, minecraft:zombie_villager, 5, 1, 1
3046, icy, byg:cardinal_tundra, MONSTER, minecraft:creeper, 80, 4, 4
3047, icy, byg:cardinal_tundra, MONSTER, minecraft:slime, 80, 4, 4
3048, icy, byg:cardinal_tundra, MONSTER, minecraft:enderman, 5, 1, 4
3049, icy, byg:cardinal_tundra, MONSTER, minecraft:witch, 5, 1, 1
3050, icy, byg:cardinal_tundra, MONSTER, minecraft:skeleton, 20, 4, 4
3051, icy, byg:cardinal_tundra, MONSTER, minecraft:stray, 80, 4, 4
3052, icy, byg:cardinal_tundra, MONSTER, graveyard:ghoul, 12, 2, 3
3053, icy, byg:cardinal_tundra, MONSTER, graveyard:revenant, 12, 2, 3
3054, icy, byg:cardinal_tundra, MONSTER, graveyard:nightmare, 5, 1, 1
3055, icy, byg:cardinal_tundra, MONSTER, graveyard:skeleton_creeper, 8, 1, 2
3056, icy, byg:cardinal_tundra, MONSTER, graveyard:acolyte, 7, 1, 2
3057, icy, byg:cardinal_tundra, MONSTER, quark:stoneling, 80, 1, 1
3058, icy, byg:cardinal_tundra, MONSTER, quark:toretoise, 80, 2, 4
3059, icy, byg:cardinal_tundra, CREATURE, minecraft:rabbit, 10, 2, 3
3060, icy, byg:cardinal_tundra, CREATURE, minecraft:polar_bear, 3, 1, 2
3061, icy, byg:cardinal_tundra, AMBIENT, minecraft:bat, 10, 8, 8
3062, plains, byg:orchard, MONSTER, minecraft:spider, 80, 4, 4
3063, plains, byg:orchard, MONSTER, minecraft:zombie, 80, 4, 4
3064, plains, byg:orchard, MONSTER, minecraft:zombie_villager, 5, 1, 1
3065, plains, byg:orchard, MONSTER, minecraft:skeleton, 80, 4, 4
3066, plains, byg:orchard, MONSTER, minecraft:creeper, 80, 4, 4
3067, plains, byg:orchard, MONSTER, minecraft:slime, 80, 4, 4
3068, plains, byg:orchard, MONSTER, minecraft:enderman, 5, 1, 4
3069, plains, byg:orchard, MONSTER, minecraft:witch, 5, 1, 1
3070, plains, byg:orchard, MONSTER, graveyard:ghoul, 12, 2, 3
3071, plains, byg:orchard, MONSTER, graveyard:revenant, 12, 2, 3
3072, plains, byg:orchard, MONSTER, graveyard:nightmare, 5, 1, 1
3073, plains, byg:orchard, MONSTER, graveyard:skeleton_creeper, 8, 1, 2
3074, plains, byg:orchard, MONSTER, graveyard:acolyte, 7, 1, 2
3075, plains, byg:orchard, MONSTER, alexsmobs:centipede_head, 8, 1, 1
3076, plains, byg:orchard, MONSTER, quark:stoneling, 80, 1, 1
3077, plains, byg:orchard, MONSTER, quark:toretoise, 80, 2, 4
3078, plains, byg:orchard, CREATURE, minecraft:sheep, 12, 4, 4
3079, plains, byg:orchard, CREATURE, minecraft:pig, 10, 4, 4
3080, plains, byg:orchard, CREATURE, minecraft:chicken, 10, 4, 4
3081, plains, byg:orchard, CREATURE, minecraft:cow, 8, 4, 4
3082, plains, byg:orchard, CREATURE, alexsmobs:grizzly_bear, 8, 2, 3
3083, plains, byg:orchard, CREATURE, alexsmobs:raccoon, 10, 2, 4
3084, plains, byg:orchard, CREATURE, alexsmobs:crow, 10, 3, 5
3085, plains, byg:orchard, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
3086, plains, byg:orchard, CREATURE, alexsmobs:bison, 9, 6, 10
3087, plains, byg:orchard, AMBIENT, minecraft:bat, 10, 8, 8
3088, plains, byg:orchard, AMBIENT, alexsmobs:fly, 3, 2, 3
3089, plains, byg:orchard, AMBIENT, alexsmobs:cockroach, 4, 5, 5
3090, plains, byg:orchard, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
3091, plains, byg:prairie, MONSTER, minecraft:spider, 80, 4, 4
3092, plains, byg:prairie, MONSTER, minecraft:zombie, 80, 4, 4
3093, plains, byg:prairie, MONSTER, minecraft:zombie_villager, 5, 1, 1
3094, plains, byg:prairie, MONSTER, minecraft:skeleton, 80, 4, 4
3095, plains, byg:prairie, MONSTER, minecraft:creeper, 80, 4, 4
3096, plains, byg:prairie, MONSTER, minecraft:slime, 80, 4, 4
3097, plains, byg:prairie, MONSTER, minecraft:enderman, 5, 1, 4
3098, plains, byg:prairie, MONSTER, minecraft:witch, 5, 1, 1
3099, plains, byg:prairie, MONSTER, graveyard:ghoul, 12, 2, 3
3100, plains, byg:prairie, MONSTER, graveyard:revenant, 12, 2, 3
3101, plains, byg:prairie, MONSTER, graveyard:nightmare, 5, 1, 1
3102, plains, byg:prairie, MONSTER, graveyard:skeleton_creeper, 8, 1, 2
3103, plains, byg:prairie, MONSTER, graveyard:acolyte, 7, 1, 2
3104, plains, byg:prairie, MONSTER, alexsmobs:centipede_head, 8, 1, 1
3105, plains, byg:prairie, MONSTER, quark:stoneling, 80, 1, 1
3106, plains, byg:prairie, MONSTER, quark:toretoise, 80, 2, 4
3107, plains, byg:prairie, CREATURE, minecraft:sheep, 12, 4, 4
3108, plains, byg:prairie, CREATURE, minecraft:pig, 10, 4, 4
3109, plains, byg:prairie, CREATURE, minecraft:chicken, 10, 4, 4
3110, plains, byg:prairie, CREATURE, minecraft:cow, 8, 4, 4
3111, plains, byg:prairie, CREATURE, minecraft:horse, 5, 2, 6
3112, plains, byg:prairie, CREATURE, minecraft:donkey, 3, 1, 3
3113, plains, byg:prairie, CREATURE, alexsmobs:raccoon, 10, 2, 4
3114, plains, byg:prairie, CREATURE, alexsmobs:crow, 10, 3, 5
3115, plains, byg:prairie, CREATURE, alexsmobs:bison, 9, 6, 10
3116, plains, byg:prairie, AMBIENT, minecraft:bat, 10, 8, 8
3117, plains, byg:prairie, AMBIENT, alexsmobs:fly, 3, 2, 3
